Timestamp,User,Action,Doc Tracer #,Details,Routing Tracker #
5/14/2026 10:38:39,Unknown user,Updated document,N41J,VMP-MM-11-000-002R-1,"{""Sent/Routing To"":{""from"":""Steve"",""to"":""Cara""},""Updated At"":{""from"":""2026-05-14"",""to"":""2026-05-14T02:38:39.163Z""}}"
5/14/2026 10:39:18,Unknown user,Updated document,7BGE,VMP-MM-01-000-189R-6,"{""Sent/Routing To"":{""from"":""Nadia"",""to"":""Ron""},""Updated At"":{""from"":""2026-05-11"",""to"":""2026-05-14T02:39:18.064Z""}}"
5/14/2026 10:40:20,Unknown user,Updated document,J8PF,VMP-MM-01-000-138R-6,"{""Sent/Routing To"":{""from"":""Kitel"",""to"":""Ron""},""Date Sent"":{""from"":""2026-05-13"",""to"":""2026-05-14""},""Updated At"":{""from"":""2026-05-13"",""to"":""2026-05-14T02:40:19.790Z""}}"
5/14/2026 11:13:02,Unknown user,Updated document,QWNN,VMP-MM-01-000-135R-5.1,"{""Sent/Routing To"":{""from"":""Steve"",""to"":""Nadia""},""Updated At"":{""from"":""2026-05-14"",""to"":""2026-05-14T03:13:01.747Z""}}"
5/14/2026 12:35:39,Unknown user,Created document,8KRA,VMP-MM-02-000-106P-6,New document routing record created.
5/14/2026 12:35:39,Unknown user,Created document,8KRA,VMP-MM-02-000-106P-6,New document routing record created.
5/14/2026 12:38:08,Unknown user,Created document,NTEQ,VMP-MM-11-000-006R-1,New document routing record created.
5/14/2026 13:11:27,Unknown user,Updated document,8KRA,VMP-MM-02-000-106P-6,"{""Sent/Routing To"":{""from"":""Steve"",""to"":""Cara""},""Updated At"":{""from"":""2026-05-14"",""to"":""2026-05-14T05:11:26.695Z""}}"
5/14/2026 13:22:55,Unknown user,Updated document,J57D,NA,"{""Status"":{""from"":""Routing"",""to"":""Sent""},""Sent/Routing To"":{""from"":""Fong"",""to"":""Client""},""Date Sent"":{""from"":"""",""to"":""2026-05-14""},""Remarks"":{""from"":"""",""to"":""c/o Timi for safekeeping""},""Updated At"":{""from"":""2026-05-14"",""to"":""2026-05-14T05:22:55.128Z""}}"
5/14/2026 13:24:23,Unknown user,Created document,GJXQ,APR-2026-034,New document routing record created.
5/14/2026 13:31:33,Unknown user,Added registry value,,,Report / Protocol: Investigation Report
5/14/2026 13:33:06,Unknown user,Created document,UFG8,APR-2023-119,New document routing record created.
5/14/2026 13:34:34,Unknown user,Updated document,UFG8,APR-2023-119,"{""Department"":{""from"":""Other"",""to"":""DPM""},""Updated At"":{""from"":""2026-05-14"",""to"":""2026-05-14T05:34:34.230Z""}}"
5/14/2026 13:34:36,Unknown user,Updated document,UFG8,APR-2023-119,"{""Updated At"":{""from"":""2026-05-14"",""to"":""2026-05-14T05:34:35.460Z""}}"
5/14/2026 13:34:44,Unknown user,Created document,CNSU,Not Applicable,New document routing record created.
5/14/2026 13:36:50,Unknown user,Created document,LRRH,APR-2024-128,New document routing record created.
5/14/2026 13:38:25,Unknown user,Updated document,LRRH,APR-2024-128,"{""Department"":{""from"":""DPM"",""to"":""Other""},""Updated At"":{""from"":""2026-05-14"",""to"":""2026-05-14T05:38:25.243Z""}}"
5/14/2026 13:38:30,Unknown user,Updated document,LRRH,APR-2024-128,"{""Updated At"":{""from"":""2026-05-14"",""to"":""2026-05-14T05:38:29.804Z""}}"
5/14/2026 13:39:50,Unknown user,Updated document,LRRH,APR-2024-128,"{""Updated At"":{""from"":""2026-05-14"",""to"":""2026-05-14T05:39:50.162Z""}}"
5/14/2026 13:42:21,Unknown user,Created document,0KGF,APR-2025-098,New document routing record created.
5/14/2026 14:13:53,Unknown user,Updated document,OXHF,VMP-MM-00-000-085R.3,"{""Sent/Routing To"":{""from"":""Nadia"",""to"":""Aiza""},""Updated At"":{""from"":""2026-05-13"",""to"":""2026-05-14T06:13:52.870Z""}}"
5/14/2026 14:13:58,Unknown user,Updated document,OXHF,VMP-MM-00-000-085R.3,"{""Updated At"":{""from"":""2026-05-14"",""to"":""2026-05-14T06:13:57.985Z""}}"
5/14/2026 14:14:49,Unknown user,Updated document,N41J,VMP-MM-11-000-002R-1,"{""Sent/Routing To"":{""from"":""Cara"",""to"":""Aiza""},""Updated At"":{""from"":""2026-05-14"",""to"":""2026-05-14T06:14:48.323Z""}}"
5/14/2026 14:16:52,Unknown user,Added registry value,,,Sent / Routing: Marvin
5/14/2026 14:19:03,Unknown user,Updated document,RZU2,SMF-005 Rev. 15,"{""Sent/Routing To"":{""from"":""Ron"",""to"":""Marvin""},""Updated At"":{""from"":""2026-05-13"",""to"":""2026-05-14T06:19:02.691Z""}}"
5/14/2026 15:09:31,Unknown user,Updated document,6XDK,VMP-MM-02-000-103-6.1,"{""Status"":{""from"":""Routing"",""to"":""For Scanning""},""Sent/Routing To"":{""from"":""Jon"",""to"":""Isaiah""},""Updated At"":{""from"":""2026-05-14"",""to"":""2026-05-14T07:09:30.264Z""}}"
5/14/2026 16:46:20,Unknown user,Updated document,N41J,VMP-MM-11-000-002R-1,"{""Sent/Routing To"":{""from"":""Aiza"",""to"":""Ron""},""Updated At"":{""from"":""2026-05-14"",""to"":""2026-05-14T08:46:19.834Z""}}"
5/14/2026 16:47:11,Unknown user,Updated document,OXHF,VMP-MM-00-000-085R.3,"{""Sent/Routing To"":{""from"":""Aiza"",""to"":""Ron""},""Updated At"":{""from"":""2026-05-14"",""to"":""2026-05-14T08:47:11.258Z""}}"
5/14/2026 16:47:41,Unknown user,Updated document,7BGE,VMP-MM-01-000-189R-6,"{""Sent/Routing To"":{""from"":""Ron"",""to"":""Fong""},""Updated At"":{""from"":""2026-05-14"",""to"":""2026-05-14T08:47:41.081Z""}}"
5/14/2026 16:48:27,Unknown user,Updated document,BQKF,VMP-MM-01-000-195R-7,"{""Sent/Routing To"":{""from"":""Ron"",""to"":""Fong""},""Updated At"":{""from"":""2026-05-14"",""to"":""2026-05-14T08:48:26.582Z""}}"
5/14/2026 16:49:03,Unknown user,Updated document,J8PF,VMP-MM-01-000-138R-6,"{""Sent/Routing To"":{""from"":""Ron"",""to"":""Fong""},""Updated At"":{""from"":""2026-05-14"",""to"":""2026-05-14T08:49:02.249Z""}}"
5/14/2026 17:29:18,Unknown user,Updated document,OXHF,VMP-MM-00-000-085R.3,"{""Sent/Routing To"":{""from"":""Ron"",""to"":""Fong""},""Date Sent"":{""from"":""2026-05-13"",""to"":""2026-05-14""},""Updated At"":{""from"":""2026-05-14"",""to"":""2026-05-14T09:29:17.451Z""}}"
5/14/2026 17:30:00,Unknown user,Updated document,N41J,VMP-MM-11-000-002R-1,"{""Sent/Routing To"":{""from"":""Ron"",""to"":""Fong""},""Updated At"":{""from"":""2026-05-14"",""to"":""2026-05-14T09:29:59.539Z""}}"
5/15/2026 6:52:09,Unknown user,Updated document,N41J,VMP-MM-11-000-002R-1,"{""Status"":{""from"":""Routing"",""to"":""In EDMS""},""Sent/Routing To"":{""from"":""Fong"",""to"":""Jon""},""Remarks"":{""from"":"""",""to"":""Hardcopy last with sir Jon""},""Updated At"":{""from"":""2026-05-14"",""to"":""2026-05-14T22:52:09.073Z""}}"
5/15/2026 7:37:54,Unknown user,Updated document,API8,VMP-MM-11-000-008E-1,"{""Sent/Routing To"":{""from"":""Aiza"",""to"":""Ernz""},""Date Sent"":{""from"":""2026-05-08"",""to"":""2026-05-14""},""Remarks"":{""from"":""Re-routed, lost endorsement report reported last 30 April 2026."",""to"":""Enz for implementation""},""Updated At"":{""from"":""2026-05-08"",""to"":""2026-05-14T23:37:54.187Z""}}"
5/15/2026 7:38:43,Unknown user,Updated document,API8,VMP-MM-11-000-008E-1,"{""Status"":{""from"":""Routing"",""to"":""Sent""},""Updated At"":{""from"":""2026-05-15"",""to"":""2026-05-14T23:38:42.929Z""}}"
5/15/2026 7:42:39,Unknown user,Updated document,Q8MF,VMP-MM-11-000-008E,"{""Status"":{""from"":""Routing"",""to"":""Sent""},""Updated At"":{""from"":""2026-05-04"",""to"":""2026-05-14T23:42:38.441Z""}}"
5/15/2026 7:54:06,Unknown user,Added registry value,,,Sent / Routing: Bing
5/15/2026 8:13:55,Unknown user,Added registry value,,,Sent / Routing: LENIE
5/15/2026 8:14:17,Unknown user,Deleted registry value,,,Sent / Routing: LENIE
5/15/2026 8:14:33,Unknown user,Added registry value,,,Sent / Routing: Lenie
5/15/2026 8:15:55,Unknown user,Updated document,Y4BG,VMP-FA-04-018-020/26,"{""Sent/Routing To"":{""from"":""Steve"",""to"":""Lenie""},""Date Sent"":{""from"":""2026-03-24"",""to"":""2026-05-15""},""Updated At"":{""from"":""2026-05-02"",""to"":""2026-05-15T00:15:54.865Z""},""Updated By"":{""from"":""carlolidres@gmail.com"",""to"":""Unknown user""}}"
5/15/2026 8:15:58,Unknown user,Updated document,Y4BG,VMP-FA-04-018-020/26,"{""Updated At"":{""from"":""2026-05-15"",""to"":""2026-05-15T00:15:57.782Z""}}"
5/15/2026 8:16:01,Unknown user,Updated document,Y4BG,VMP-FA-04-018-020/26,"{""Updated At"":{""from"":""2026-05-15"",""to"":""2026-05-15T00:16:01.033Z""}}"
5/15/2026 8:24:23,Unknown user,Added registry value,,,Sent / Routing: Venie
5/15/2026 8:43:30,Unknown user,Updated document,J57D,NA,"{""Equipment/Product"":{""from"":""Dilantin 30mg / 5mL Pediatric Suspension"",""to"":""Dilantin 30mg / 5mL Pediatric Suspension (DIPS)""},""Sent/Routing To"":{""from"":""Client"",""to"":""Fong""},""Date Sent"":{""from"":""2026-05-14"",""to"":""2026-05-15""},""Remarks"":{""from"":""c/o Timi for safekeeping"",""to"":""Re-route, new QA of Viatris, Nadean Knight""},""Updated At"":{""from"":""2026-05-14"",""to"":""2026-05-15T00:43:29.294Z""}}"
5/15/2026 8:49:06,Unknown user,Updated document,J57D,APR-2026-035,"{""Doc Tracer #"":{""from"":""NA"",""to"":""APR-2026-035""},""Status"":{""from"":""Sent"",""to"":""Routing""},""Updated At"":{""from"":""2026-05-15"",""to"":""2026-05-15T00:49:05.370Z""}}"
5/15/2026 9:01:20,Unknown user,Updated document,N41J,VMP-MM-11-000-002R-1,"{""Sent/Routing To"":{""from"":""Jon"",""to"":""Isaiah""},""Updated At"":{""from"":""2026-05-15"",""to"":""2026-05-15T01:01:19.764Z""}}"
5/15/2026 9:02:57,Unknown user,Updated document,N41J,VMP-MM-11-000-002R-1,"{""Status"":{""from"":""In EDMS"",""to"":""Sent""},""Sent/Routing To"":{""from"":""Isaiah"",""to"":""Client""},""Date Sent"":{""from"":"""",""to"":""2026-05-15""},""Updated At"":{""from"":""2026-05-15"",""to"":""2026-05-15T01:02:55.308Z""}}"
5/15/2026 9:04:21,Unknown user,Updated document,Z5HJ,VMP-MM-01-000-013E-6,"{""Status"":{""from"":""In EDMS"",""to"":""Routing""},""Sent/Routing To"":{""from"":""Isaiah"",""to"":""Othy""},""Date Sent"":{""from"":""2026-04-08"",""to"":""2026-05-15""},""Updated At"":{""from"":""2026-05-11"",""to"":""2026-05-15T01:04:20.502Z""}}"
5/15/2026 10:39:02,Unknown user,Updated document,Z961,VMP-MM-00-000-051P-9,"{""Sent/Routing To"":{""from"":""Cara"",""to"":""Aiza""},""Updated At"":{""from"":""2026-05-12"",""to"":""2026-05-15T02:39:01.899Z""}}"
5/15/2026 10:39:38,Unknown user,Updated document,H79K,VMP-MM-01-000-179P-4,"{""Sent/Routing To"":{""from"":""Cara"",""to"":""Kitel""},""Updated At"":{""from"":""2026-05-12"",""to"":""2026-05-15T02:39:38.232Z""}}"
5/15/2026 10:45:23,Unknown user,Updated document,M3VB,CMP-CM-01-000-067E,"{""Sent/Routing To"":{""from"":""Othy"",""to"":""Ron""},""Updated At"":{""from"":""2026-05-14"",""to"":""2026-05-15T02:45:22.458Z""}}"
5/15/2026 10:47:37,Unknown user,Updated document,BFXZ,VMP-CM-01-000-067E-1,"{""Sent/Routing To"":{""from"":""Othy"",""to"":""Ron""},""Updated At"":{""from"":""2026-05-14"",""to"":""2026-05-15T02:47:36.615Z""}}"
5/15/2026 12:50:08,Unknown user,Updated document,C7LU,VMP-FA-04-018-001/26,"{""Sent/Routing To"":{""from"":""Fong"",""to"":""Bing""},""Date Sent"":{""from"":""2026-04-25"",""to"":""2026-05-15""},""Updated At"":{""from"":""2026-05-02"",""to"":""2026-05-15T04:50:07.388Z""},""Updated By"":{""from"":""carlolidres@gmail.com"",""to"":""Unknown user""}}"
5/15/2026 12:51:29,Unknown user,Updated document,W3EZ,VMP-FA-04-018-008/26,"{""Sent/Routing To"":{""from"":""Fong"",""to"":""Venie""},""Date Sent"":{""from"":""2026-04-25"",""to"":""2026-05-15""},""Updated At"":{""from"":""2026-05-02"",""to"":""2026-05-15T04:51:28.824Z""},""Updated By"":{""from"":""carlolidres@gmail.com"",""to"":""Unknown user""}}"
5/15/2026 12:52:32,Unknown user,Updated document,PIU9,ER-SYS-04-018-002/26,"{""Sent/Routing To"":{""from"":""Steve"",""to"":""Bing""},""Date Sent"":{""from"":""2026-05-11"",""to"":""2026-05-15""},""Target Completion Date"":{""from"":"""",""to"":""2026-05-30""},""Updated At"":{""from"":""2026-05-11"",""to"":""2026-05-15T04:52:32.319Z""}}"
5/15/2026 13:18:08,Unknown user,Updated document,J57D,APR-2026-035,"{""Status"":{""from"":""Routing"",""to"":""Sent""},""Sent/Routing To"":{""from"":""Fong"",""to"":""Client""},""Remarks"":{""from"":""Re-route, new QA of Viatris, Nadean Knight"",""to"":""for approval Nadean Knight""},""Updated At"":{""from"":""2026-05-15"",""to"":""2026-05-15T05:18:07.555Z""}}"
5/18/2026 6:59:19,Unknown user,Updated document,H79K,VMP-MM-01-000-179P-4,"{""Sent/Routing To"":{""from"":""Kitel"",""to"":""Ron""},""Date Sent"":{""from"":""2026-05-12"",""to"":""2026-05-14""},""Updated At"":{""from"":""2026-05-15"",""to"":""2026-05-17T22:59:19.219Z""}}"
5/18/2026 7:01:03,Unknown user,Updated document,M3VB,CMP-CM-01-000-067E,"{""Sent/Routing To"":{""from"":""Ron"",""to"":""Fong""},""Updated At"":{""from"":""2026-05-15"",""to"":""2026-05-17T23:01:02.343Z""}}"
5/18/2026 7:02:35,Unknown user,Updated document,BFXZ,VMP-CM-01-000-067E-1,"{""Sent/Routing To"":{""from"":""Ron"",""to"":""Fong""},""Updated At"":{""from"":""2026-05-15"",""to"":""2026-05-17T23:02:34.757Z""}}"
5/18/2026 7:07:45,Unknown user,Updated document,Z961,VMP-MM-00-000-051P-9,"{""Sent/Routing To"":{""from"":""Aiza"",""to"":""Fong""},""Date Sent"":{""from"":""2026-05-12"",""to"":""2026-05-18""},""Updated At"":{""from"":""2026-05-15"",""to"":""2026-05-17T23:07:44.866Z""}}"
5/18/2026 7:15:27,Unknown user,Updated document,EIN9,ER-SYS-04-018-003/26,"{""Sent/Routing To"":{""from"":""Steve"",""to"":""Jon""},""Date Sent"":{""from"":"""",""to"":""2026-05-18""},""Updated At"":{""from"":""2026-05-12"",""to"":""2026-05-17T23:15:26.327Z""}}"
5/18/2026 7:16:39,Unknown user,Updated document,CGBX,ER-SYS-04-018-004/26,"{""Sent/Routing To"":{""from"":""Steve"",""to"":""Jon""},""Date Sent"":{""from"":"""",""to"":""2026-05-18""},""Target Completion Date"":{""from"":"""",""to"":""2026-05-19""},""Updated At"":{""from"":""2026-05-12"",""to"":""2026-05-17T23:16:38.585Z""}}"
5/18/2026 7:20:05,Unknown user,Updated document,H79K,VMP-MM-01-000-179P-4,"{""Sent/Routing To"":{""from"":""Ron"",""to"":""Fong""},""Updated At"":{""from"":""2026-05-18"",""to"":""2026-05-17T23:20:05.012Z""}}"
5/18/2026 7:25:31,Unknown user,Updated document,NTEQ,VMP-MM-11-000-006R-1,"{""Date Sent"":{""from"":""2026-05-14"",""to"":""2026-05-18""},""Updated At"":{""from"":""2026-05-14"",""to"":""2026-05-17T23:25:30.301Z""}}"
5/18/2026 8:51:50,Unknown user,Updated document,NTEQ,VMP-MM-11-000-006R-1,"{""Sent/Routing To"":{""from"":""Steve"",""to"":""Nadia""},""Updated At"":{""from"":""2026-05-18"",""to"":""2026-05-18T00:51:50.226Z""}}"
5/18/2026 8:51:52,Unknown user,Updated document,NTEQ,VMP-MM-11-000-006R-1,"{""Updated At"":{""from"":""2026-05-18"",""to"":""2026-05-18T00:51:51.692Z""}}"
5/18/2026 8:51:54,Unknown user,Updated document,NTEQ,VMP-MM-11-000-006R-1,"{""Updated At"":{""from"":""2026-05-18"",""to"":""2026-05-18T00:51:54.056Z""}}"
5/18/2026 9:16:39,Unknown user,Added registry value,,,Sent / Routing: Ruth
5/18/2026 9:17:28,Unknown user,Updated document,RZU2,SMF-005 Rev. 15,"{""Sent/Routing To"":{""from"":""Marvin"",""to"":""Ruth""},""Date Sent"":{""from"":""2026-05-12"",""to"":""2026-05-18""},""Updated At"":{""from"":""2026-05-14"",""to"":""2026-05-18T01:17:27.196Z""}}"
5/18/2026 9:18:22,Unknown user,Updated document,8KRA,VMP-MM-02-000-106P-6,"{""Sent/Routing To"":{""from"":""Cara"",""to"":""Angela""},""Date Sent"":{""from"":""2026-05-14"",""to"":""2026-05-18""},""Updated At"":{""from"":""2026-05-14"",""to"":""2026-05-18T01:18:21.538Z""}}"
5/18/2026 9:19:20,Unknown user,Updated document,31TJ,VMP-MM-01-000-264P-3,"{""Sent/Routing To"":{""from"":""Cara"",""to"":""Angela""},""Updated At"":{""from"":""2026-05-14"",""to"":""2026-05-18T01:19:19.639Z""}}"
5/18/2026 9:20:05,Unknown user,Updated document,J5NA,VMP-MM-02-000-117P-11,"{""Status"":{""from"":""Sent"",""to"":""In EDMS""},""Sent/Routing To"":{""from"":""Suzette"",""to"":""Isaiah""},""Date Sent"":{""from"":""2026-05-11"",""to"":""2026-05-18""},""Updated At"":{""from"":""2026-05-14"",""to"":""2026-05-18T01:20:03.437Z""}}"
5/18/2026 9:22:30,Unknown user,Updated document,N41J,VMP-MM-11-000-002R-1,"{""Status"":{""from"":""Sent"",""to"":""In EDMS""},""Sent/Routing To"":{""from"":""Client"",""to"":""Isaiah""},""Date Sent"":{""from"":""2026-05-15"",""to"":""2026-05-18""},""Updated At"":{""from"":""2026-05-15"",""to"":""2026-05-18T01:22:30.043Z""}}"
5/18/2026 10:20:00,Unknown user,Created document,4MJ0,VMP-MM-11-000-007P-4,New document routing record created.
5/18/2026 10:21:58,Unknown user,Updated document,EMRA,N/A,"{""Sent/Routing To"":{""from"":""Karen"",""to"":""Steve""},""Updated At"":{""from"":""2026-05-13"",""to"":""2026-05-18T02:21:57.844Z""}}"
5/18/2026 10:28:10,Unknown user,Updated document,4MJ0,VMP-MM-11-000-007P-4,"{""Equipment/Product"":{""from"":""Betadine 10% Wound Solution"",""to"":""Betadine 10% Wound Solution 60 mL""},""Updated At"":{""from"":""2026-05-18"",""to"":""2026-05-18T02:28:10.007Z""}}"
5/18/2026 10:28:16,Unknown user,Updated document,4MJ0,VMP-MM-11-000-007P-4,"{""Updated At"":{""from"":""2026-05-18"",""to"":""2026-05-18T02:28:15.362Z""}}"
5/18/2026 10:28:16,Unknown user,Updated document,4MJ0,VMP-MM-11-000-007P-4,"{""Updated At"":{""from"":""2026-05-18"",""to"":""2026-05-18T02:28:15.833Z""}}"
5/18/2026 10:29:28,Unknown user,Created document,H138,VMP-MM-11-000-007P-5,New document routing record created.
5/18/2026 10:30:52,Unknown user,Created document,JSGX,VMP-MM-11-000-008P-3,New document routing record created.
5/18/2026 10:32:02,Unknown user,Created document,X5C2,VMP-MM-11-000-008P-4,New document routing record created.
5/18/2026 11:13:59,Unknown user,Updated document,4MJ0,VMP-MM-11-000-007P-4,"{""Equipment/Product"":{""from"":""Betadine 10% Wound Solution 60 mL"",""to"":""Betadine 10% Wound Solution (BWS) 60 mL""},""Updated At"":{""from"":""2026-05-18"",""to"":""2026-05-18T03:13:58.287Z""}}"
5/18/2026 11:16:52,Unknown user,Created document,1JWY,VMP-MM-11-000-002P-2,New document routing record created.
5/18/2026 11:17:31,Unknown user,Updated document,1JWY,VMP-MM-11-000-002P-2,"{""Equipment/Product"":{""from"":""Betadine 7.5% Skin Cleanser (BSC) "",""to"":""Betadine 7.5% Skin Cleanser (BSC) 60 mL""},""Updated At"":{""from"":""2026-05-18"",""to"":""2026-05-18T03:17:30.475Z""}}"
5/18/2026 12:41:09,Unknown user,Created document,ESE5,VMP-MM-11-000-002P-3,New document routing record created.
5/18/2026 13:28:48,Unknown user,Updated document,4MJ0,VMP-MM-11-000-007P-4,"{""Sent/Routing To"":{""from"":""Steve"",""to"":""Cara""},""Updated At"":{""from"":""2026-05-18"",""to"":""2026-05-18T05:28:47.744Z""}}"
5/18/2026 13:28:56,Unknown user,Updated document,4MJ0,VMP-MM-11-000-007P-4,"{""Updated At"":{""from"":""2026-05-18"",""to"":""2026-05-18T05:28:55.652Z""}}"
5/18/2026 13:29:43,Unknown user,Updated document,H138,VMP-MM-11-000-007P-5,"{""Sent/Routing To"":{""from"":""Steve"",""to"":""Cara""},""Updated At"":{""from"":""2026-05-18"",""to"":""2026-05-18T05:29:42.442Z""}}"
5/18/2026 13:29:43,Unknown user,Updated document,H138,VMP-MM-11-000-007P-5,"{""Sent/Routing To"":{""from"":""Steve"",""to"":""Cara""},""Updated At"":{""from"":""2026-05-18"",""to"":""2026-05-18T05:29:42.796Z""}}"
5/18/2026 13:31:50,Unknown user,Updated document,JSGX,VMP-MM-11-000-008P-3,"{""Sent/Routing To"":{""from"":""Steve"",""to"":""Cara""},""Updated At"":{""from"":""2026-05-18"",""to"":""2026-05-18T05:31:49.832Z""}}"
5/18/2026 13:32:21,Unknown user,Updated document,X5C2,VMP-MM-11-000-008P-4,"{""Sent/Routing To"":{""from"":""Steve"",""to"":""Cara""},""Updated At"":{""from"":""2026-05-18"",""to"":""2026-05-18T05:32:20.199Z""}}"
5/18/2026 13:32:21,Unknown user,Updated document,X5C2,VMP-MM-11-000-008P-4,"{""Sent/Routing To"":{""from"":""Steve"",""to"":""Cara""},""Updated At"":{""from"":""2026-05-18"",""to"":""2026-05-18T05:32:20.482Z""}}"
5/18/2026 13:32:28,Unknown user,Updated document,X5C2,VMP-MM-11-000-008P-4,"{""Updated At"":{""from"":""2026-05-18"",""to"":""2026-05-18T05:32:27.546Z""}}"
5/18/2026 13:33:07,Unknown user,Updated document,1JWY,VMP-MM-11-000-002P-2,"{""Sent/Routing To"":{""from"":""Steve"",""to"":""Cara""},""Updated At"":{""from"":""2026-05-18"",""to"":""2026-05-18T05:33:06.497Z""}}"
5/18/2026 13:33:07,Unknown user,Updated document,1JWY,VMP-MM-11-000-002P-2,"{""Sent/Routing To"":{""from"":""Steve"",""to"":""Cara""},""Updated At"":{""from"":""2026-05-18"",""to"":""2026-05-18T05:33:06.659Z""}}"
5/18/2026 13:33:07,Unknown user,Updated document,1JWY,VMP-MM-11-000-002P-2,"{""Sent/Routing To"":{""from"":""Steve"",""to"":""Cara""},""Updated At"":{""from"":""2026-05-18"",""to"":""2026-05-18T05:33:06.723Z""}}"
5/18/2026 13:33:07,Unknown user,Updated document,1JWY,VMP-MM-11-000-002P-2,"{""Updated At"":{""from"":""2026-05-18"",""to"":""2026-05-18T05:33:07.090Z""}}"
5/18/2026 13:33:32,Unknown user,Updated document,ESE5,VMP-MM-11-000-002P-3,"{""Sent/Routing To"":{""from"":""Steve"",""to"":""Cara""},""Updated At"":{""from"":""2026-05-18"",""to"":""2026-05-18T05:33:32.397Z""}}"
5/18/2026 13:33:33,Unknown user,Updated document,ESE5,VMP-MM-11-000-002P-3,"{""Updated At"":{""from"":""2026-05-18"",""to"":""2026-05-18T05:33:32.720Z""}}"
5/18/2026 13:33:33,Unknown user,Updated document,ESE5,VMP-MM-11-000-002P-3,"{""Sent/Routing To"":{""from"":""Steve"",""to"":""Cara""},""Updated At"":{""from"":""2026-05-18"",""to"":""2026-05-18T05:33:32.478Z""}}"
5/18/2026 13:33:33,Unknown user,Updated document,ESE5,VMP-MM-11-000-002P-3,"{""Updated At"":{""from"":""2026-05-18"",""to"":""2026-05-18T05:33:33.133Z""}}"
5/18/2026 14:31:27,Unknown user,Updated document,OXHF,VMP-MM-00-000-085R.3,"{""Status"":{""from"":""Routing"",""to"":""In EDMS""},""Sent/Routing To"":{""from"":""Fong"",""to"":""Isaiah""},""Date Sent"":{""from"":""2026-05-14"",""to"":""2026-05-18""},""Remarks"":{""from"":"""",""to"":""for client signature""},""Updated At"":{""from"":""2026-05-14"",""to"":""2026-05-18T06:31:26.941Z""}}"
5/18/2026 14:31:33,Unknown user,Updated document,OXHF,VMP-MM-00-000-085R.3,"{""Updated At"":{""from"":""2026-05-18"",""to"":""2026-05-18T06:31:32.751Z""}}"
5/19/2026 8:13:46,Unknown user,Updated document,H79K,VMP-MM-01-000-179P-4,"{""Date Sent"":{""from"":""2026-05-14"",""to"":""2026-05-19""},""Updated At"":{""from"":""2026-05-18"",""to"":""2026-05-19T00:13:45.681Z""}}"
5/19/2026 8:22:19,Unknown user,Updated document,EMRA,N/A,"{""Sent/Routing To"":{""from"":""Steve"",""to"":""Jon""},""Date Sent"":{""from"":""2026-05-13"",""to"":""2026-05-19""},""Updated At"":{""from"":""2026-05-18"",""to"":""2026-05-19T00:22:18.390Z""}}"
5/19/2026 8:27:34,Unknown user,Updated document,Z961,VMP-MM-00-000-051P-9,"{""Remarks"":{""from"":"""",""to"":""awaiting response from Sir Jon, email sent 19May2026.""},""Updated At"":{""from"":""2026-05-18"",""to"":""2026-05-19T00:27:33.486Z""}}"
5/19/2026 8:30:07,Unknown user,Updated document,Z961,VMP-MM-00-000-051P-9,"{""Sent/Routing To"":{""from"":""Fong"",""to"":""Isaiah""},""Date Sent"":{""from"":""2026-05-18"",""to"":""2026-05-19""},""Updated At"":{""from"":""2026-05-19"",""to"":""2026-05-19T00:30:06.960Z""}}"
5/19/2026 8:34:36,Unknown user,Updated document,J8PF,VMP-MM-01-000-138R-6,"{""Date Sent"":{""from"":""2026-05-14"",""to"":""2026-05-19""},""Remarks"":{""from"":"""",""to"":""Corrected page 3 as per Ma'am Fong's comment""},""Updated At"":{""from"":""2026-05-14"",""to"":""2026-05-19T00:34:35.695Z""}}"
5/19/2026 8:56:50,Unknown user,Updated document,GJXQ,APR-2026-034,"{""Sent/Routing To"":{""from"":""Fong"",""to"":""Steve""},""Remarks"":{""from"":"""",""to"":""reroute""},""Updated At"":{""from"":""2026-05-14"",""to"":""2026-05-19T00:56:49.642Z""}}"
5/19/2026 8:58:36,Unknown user,Updated document,P9WA,VMP-MM-01-000-151R-5,"{""Doc Tracer #"":{""from"":""VMP-MM-01-000-151P-5"",""to"":""VMP-MM-01-000-151R-5""},""Status"":{""from"":""In EDMS"",""to"":""Routing""},""Sent/Routing To"":{""from"":""Isaiah"",""to"":""Kitel""},""Date Sent"":{""from"":""2026-05-08"",""to"":""2026-05-19""},""Report/Protocol"":{""from"":""Ver. Protocol"",""to"":""Ver. Report""},""Date Prepared"":{""from"":""2026-04-17"",""to"":""2026-05-15""},""Date Checked"":{""from"":""2026-04-17"",""to"":""2026-05-15""},""Updated At"":{""from"":""2026-05-08"",""to"":""2026-05-19T00:58:35.991Z""}}"
5/19/2026 8:59:31,Unknown user,Updated document,NTEQ,VMP-MM-11-000-006R-1,"{""Updated At"":{""from"":""2026-05-18"",""to"":""2026-05-19T00:59:29.866Z""}}"
5/19/2026 10:25:43,Unknown user,Updated document,NTEQ,VMP-MM-11-000-006R-1,"{""Sent/Routing To"":{""from"":""Nadia"",""to"":""Aiza""},""Updated At"":{""from"":""2026-05-19"",""to"":""2026-05-19T02:25:42.366Z""}}"
5/19/2026 13:13:52,Unknown user,Created document,L4Q4,VMP-MM-00-000-085P-2,New document routing record created.
